source_id,url,publisher,publisher_type,doc_type,language,reliability_tier,retrieved_date,topic
S335,https://onkyoanime.com/info,ONKYO Oto-Ani,brand_official,news_archive,ja,1,2026-09-09,Oto-Ani news archive with dates for the Aug-Sep 2026 launches
S336,https://prtimes.jp/topics/keywords/Zeeny,Zeeny / NAIN via PR Times,brand_official,press_archive,ja,1,2026-09-09,ZEENY PRESS ARCHIVE - ten collab dates all between 2022-12 and 2023-09. NOTHING AFTER SEPT 2023 - evidence of category dormancy. Reveals Amane Mina ASMR tuning and the ZIP-FM radio collab
S337,https://ja.wikipedia.org/wiki/オンキヨーホームエンターテイメント,Wikipedia,community,encyclopedia,ja,6,2026-09-09,Onkyo Home Entertainment legacy entity - founded 1946; merged 2020-10-01; BANKRUPTCY MAY 2022; 146 employees; capital JPY 11.74bn
S338,https://ja.wikipedia.org/wiki/オンキヨー,Wikipedia,community,encyclopedia,ja,6,2026-09-09,Current Onkyo Corporation is a THIRD-GENERATION entity via management buyout carrying none of the old debts
S339,https://audio-kaitori-site.com/blog/86322/,Real Audio,community,article,ja,6,2026-09-09,ONKYO bankruptcy and current business analysis - corroborates the MBO successor structure
S340,https://gamebiz.jp/news/428299,gamebiz,trade_press,article,ja,4,2026-09-09,SANRIO FY2026/3 record revenue and profit; licensing driven by Hello Kitty plus My Melody Kuromi Pompompurin anniversaries; Japan 58.5%
S341,https://investalk.jp/8136/sanrio-2026-03-earnings/,Investalk,trade_press,article,ja,4,2026-09-09,Sanrio FY2026/3 revenue 1940億円 and adjusted operating profit 784億円; 5th consecutive growth year
S342,https://gamebiz.jp/news/420865,gamebiz,trade_press,article,ja,4,2026-09-09,Sanrio Q3 operating profit +51% to 623億円
S343,https://finance.biggo.jp/news/5b95ddba-578a-415a-b97e-753654e36c74,BigGo Finance,trade_press,article,ja,4,2026-09-09,Sanrio FY2027/3 Q1 revenue 520億円 record but profit constrained by overseas costs
S344,https://www.nikkei.com/article/DGXZRST0576716T20C26A6000000/,Nikkei,trade_press,article,ja,4,2026-09-09,Sanrio FY2027/3 net income forecast +16.8%
S345,https://gamebiz.jp/news/425799,gamebiz,trade_press,article,ja,4,2026-09-09,BANDAI NAMCO HD FY2026/3 revenue 1兆3482億円 +8.6% record; Visual and Music segment 955億円 +5.3% - the segment containing Bandai Namco Music Live and therefore Kiramune
S346,https://gamebiz.jp/news/420829,gamebiz,trade_press,article,ja,4,2026-09-09,Bandai Namco HD Q3 cumulative crossed JPY 1 trillion for the first time
S347,https://gamebiz.jp/news/420469,gamebiz,trade_press,article,ja,4,2026-09-09,Bandai Namco Gundam IP Q3 revenue 1881億円 +62.5%
S348,https://www.bandainamco.co.jp/files/ir/financialstatements/pdf/20260513_Presentation.pdf,Bandai Namco HD,ir_filing,presentation,ja,2,2026-09-09,FY2026/3 results presentation - IP axis strategy and music business expansion. NOT FULLY READ
S349,https://gamebiz.jp/news/370175,gamebiz,trade_press,article,ja,4,2026-09-09,BANDAI NAMCO MUSIC LIVE FY2023/3 net income 46億2600万円 +82% - the direct operator of Kiramune
S350,https://gamebiz.jp/news/425884,gamebiz,trade_press,article,ja,4,2026-09-09,Square Enix HD FY2026/3 revenue 2976億円 -8.3%; operating profit 547億円 +34.9%
S351,https://gamebiz.jp/news/427891,gamebiz,trade_press,article,ja,4,2026-09-09,TAITO FY2026/3 revenue 729億4400万円 +1.7%; operating profit 56億8500万円 +6.1%
S352,https://www.globenewswire.com/news-release/2026/08/27/3351838/0/en/bilibili-inc-announces-second-quarter-2026-financial-results.html,bilibili via GlobeNewswire,ir_filing,earnings_release,en,2,2026-09-09,bilibili Q2 2026 revenue RMB 7.94bn +8%; ads RMB 3.13bn +28%; DAU 116.5mn; gross margin 37.1% 15th consecutive quarter of expansion
S353,https://www.globenewswire.com/news-release/2026/05/19/3297243/0/en/Bilibili-Inc-Announces-First-Quarter-2026-Financial-Results.html,bilibili via GlobeNewswire,ir_filing,earnings_release,en,2,2026-09-09,bilibili Q1 2026 revenue RMB 7.47bn +7%; ads RMB 2.59bn +30%; net profit RMB 202mn; DAU 115.2mn
S354,https://www.stcn.com/article/detail/3663609.html,Securities Times,trade_press,article,zh,4,2026-09-09,bilibili FY2025 revenue 303.5亿元 +13% - FIRST FULL-YEAR PROFIT IN COMPANY HISTORY
S355,https://finance.matsui.co.jp/stock/2489/settlement/index,Matsui Securities,trade_press,financial_data,ja,4,2026-09-09,ADWAYS FY2026/12 guidance revenue 118億円 -3.4%; operating profit 15億円 +404.7%; H1 63億円 +7.1%. LISTED PARENT OF 774 inc. and smaller than either big-two agency. VTuber business not broken out
S356,https://rtbsquare.work/archives/52018,RTB Square,trade_press,article,ja,4,2026-09-09,Adways and 774 inc. joint X advertising product Amplify
S357,https://premium.kai-you.net/article/922,KAI-YOU Premium,trade_press,interview,ja,4,2026-09-09,774 inc. first-ever interview on what makes a good VTuber agency
S358,https://vivion.jp/news/50,viviON,brand_official,press_release,ja,1,2026-09-09,viviON group FY2021 total sales 354億円 up from 250億円
S359,https://gamebiz.jp/news/369392,gamebiz,trade_press,article,ja,4,2026-09-09,viviON group FY2022 total sales 454億円 +28%
S360,https://0115765.com/archives/73771,Otaku Soken,trade_press,article,ja,4,2026-09-09,viviON group FY2023 total sales 529億円; owns DLsite and Aogiri High School; focusing on VTubers
S361,https://sg.wantedly.com/companies/www-vivion-co/post_articles/297605,viviON,brand_official,corporate_blog,ja,1,2026-09-09,DLSITE VOICE/ASMR SEGMENT ~85億円 from ~1.1 million annual purchasers - SIZES THE JAPANESE DOUJIN VOICE AND ASMR CONTENT MARKET
S362,https://netkeizai.com/articles/detail/8921,Nihon Net Keizai Shimbun,trade_press,article,ja,4,2026-09-09,viviON revenue growth driven by digital comics and overseas expansion
S363,https://www.yostar.co.jp/about,Yostar,brand_official,corporate,ja,1,2026-09-09,Yostar established Jan 2017; Japanese subsidiary of Shanghai Yostar Network Technology; publishes Azur Lane Mahjong Soul Arknights Blue Archive; owns Yostar Pictures
S364,https://news.denfaminicogamer.jp/news/230217k,Denfaminicogamer,trade_press,article,ja,4,2026-09-09,Blue Archive cumulative worldwide revenue over USD 240 million to Jan 2023 with JAPAN AT 75%
S365,https://gamebiz.jp/news/364747,gamebiz,trade_press,article,ja,4,2026-09-09,Blue Archive ~30% of Yostar Japan revenue and its number 2 title; Sensor Tower data
S366,https://finance.sina.com.cn/stock/roll/2026-01-22/doc-inhiecav4723330.shtml,Sina Finance,general_press,article,zh,5,2026-09-09,miHoYo 2025 revenue ~780亿元 +38%; Genshin over 400亿; HONKAI STAR RAIL ~280亿; net profit ~429亿 on an ASSUMED 55% margin
S367,https://www.chinaventure.com.cn/news/116-20250515-386302.html,ChinaVenture,trade_press,article,zh,4,2026-09-09,miHoYo growth analysis; Honkai Star Rail over 150mn downloads and overseas revenue share 58%
S368,https://36kr.com/p/3309248924359430,36Kr,trade_press,article,zh,4,2026-09-09,miHoYo portfolio analysis after the Genshin peak
S369,https://prtimes.jp/main/html/rd/p/000000466.000044525.html,Brave group via PR Times,brand_official,press_release,ja,1,2026-09-09,Brave group and Neo-Porte management integration; Neo-Porte founded by Shibuya Haru Crazy Raccoon Mafumafu and Soraru
S370,https://news.denfaminicogamer.jp/news/2502192b,Denfaminicogamer,trade_press,article,ja,4,2026-09-09,Brave group holds VSPO! and HIMEHINA and integrated Neo-Porte 2025-02-01
S371,https://virtual-youtuber.userlocal.jp/office/neoporte,User Local,trade_press,channel_data,ja,4,2026-09-09,Neo-Porte talent list - 21-22 members across generations 0-6
S372,https://finance.logmi.jp/articles/384738,logmi Finance,trade_press,earnings_call,ja,4,2026-09-09,COVER FY2026/3 - Live/Events and Licensing/Tie-up led double-digit growth
S373,https://www.nikkei.com/nkd/disclosure/tdnr/20260514534184/,COVER Corp,ir_filing,presentation,ja,2,2026-09-09,COVER FY2026/3 results presentation - LOCATED NOT READ
S374,https://www.aoni.co.jp/,Aoni Production,agency_official,corporate,ja,1,2026-09-09,Aoni Production ~492 talents per talent database; industry largest; zero audio hardware collabs
S375,https://rtbsquare.work/archives/61430,RTB Square,trade_press,article,ja,4,2026-09-09,SHUEISHA 85th term - 事業収入 EXCEEDED 1100億円 AND SURPASSED PUBLISHING SALES FOR THE FIRST TIME. Revenue 2289億5400万円 -0.1%
S376,https://news.yahoo.co.jp/expert/articles/840f7fc0c3c132d959b2a4b2ae56cf944948b49f,Yahoo Expert Kawamura,trade_press,analysis,ja,4,2026-09-09,Shueisha analysis - business income passing publishing sales marks the transition to a comprehensive content company
S377,https://www.shinbunka.co.jp/archives/14127,Shinbunka Online,trade_press,article,ja,4,2026-09-09,Shueisha slight decrease in revenue and profit; business income exceeds publishing sales
S378,https://www.bunkanews.jp/article/464887/,The Bunka News,trade_press,article,ja,4,2026-09-09,SHOGAKUKAN 88th term revenue 1035億6700万円 -5.5%; ordinary 22億9300万円 -53.0%; digital income also declined
S379,https://www.bunkanews.jp/article/424058/,The Bunka News,trade_press,article,ja,4,2026-09-09,SHOGAKUKAN 87th term 版権収入等 157億2900万円 +26.8% DRIVEN BY FILM AND TV ADAPTATIONS OF ITS MANGA
S380,https://gamebiz.jp/news/422754,gamebiz,trade_press,article,ja,4,2026-09-09,KODANSHA 87th term revenue 1691億6900万円 -1.1%; operating profit 104億円
S381,https://www.bunkanews.jp/article/454118/,The Bunka News,trade_press,article,ja,4,2026-09-09,KODANSHA FULL REVENUE SPLIT - products 430億 digital 861億 RIGHTS 285億4000万 -11.8% advertising 69億 real estate 30億
S382,https://gamebiz.jp/news/428879,gamebiz,trade_press,article,ja,4,2026-09-09,SHOPRO FY2026/3 net income 24億1500万円 -9.6% - the joint licensing arm of Shogakukan and Shueisha
S383,https://gamebiz.jp/news/428597,gamebiz,trade_press,article,ja,4,2026-09-09,ANIPLEX FY2026/3 revenue 2115億9500万円 +45.1%; operating profit 390億8300万円 +62.2%; net 310億5800万円 +46.3%
S384,https://gamebiz.jp/news/408246,gamebiz,trade_press,article,ja,4,2026-09-09,Aniplex FY2025/3 revenue 1458億3200万円 -3.5%; operating profit 240億9800万円 +3.4%
S385,https://kanpo-kanpo.blog.jp/archives/44774991.html,Kanpo Blog,trade_press,filing_notice,ja,4,2026-09-09,Aniplex FY2025/3 official gazette settlement notice - gross profit 453億5100万円
S386,https://finance.yahoo.co.jp/quote/9605.T/financials,Yahoo Finance Japan,trade_press,financial_data,ja,4,2026-09-09,TOEI FY2026/3 revenue 1853億3300万円 +3.0%; operating profit 360億9600万円 +2.7%; five segments
S387,https://www.toei.co.jp/ir/library/result/__icsFiles/afieldfile/2025/11/14/251114.pdf,Toei,ir_filing,quarterly_report,ja,2,2026-09-09,Toei FY2026/3 H1 tanshin - NOT FULLY READ
S388,https://gamebiz.jp/news/425677,gamebiz,trade_press,article,ja,4,2026-09-09,TOEI ANIMATION FY2026/3 UPWARD REVISION - revenue 936億円 operating 310億円 driven by OVERSEAS LICENSING ABOVE PLAN
S389,https://data.swcms.net/file/toei-anim/dam/jcr:c0ab61b4-a572-4db1-a9b8-e304a70fbb76/140120260513529444.pdf,Toei Animation,ir_filing,supplementary_data,ja,2,2026-09-09,TOEI ANIMATION 版権事業 SEGMENT 489億500万円 from 505億8200万円 - ~52% of revenue and THE BEST LICENSING BENCHMARK IN THE PROJECT
S390,https://data.swcms.net/file/toei-anim/dam/jcr:d5cc69bf-e3f4-4ea6-9e7c-e9c732deba84/140120260512527159.pdf,Toei Animation,ir_filing,annual_report,ja,2,2026-09-09,Toei Animation FY2026/3 tanshin
S391,https://www.tsuburaya-fields.co.jp/ir/j/files/press/2026/press_20260512c.pdf,Tsuburaya Fields HD,ir_filing,presentation,ja,2,2026-09-09,TSUBURAYA PRODUCTIONS FY2026/3 revenue 138億7000万円 -15.4%; operating profit 9億3000万円 -67.0%; Ultraman 60th and STRATEGIC COLLABORATIONS TO RAISE IP VALUE; China licensing decline
S392,https://gamebiz.jp/news/420882,gamebiz,trade_press,article,ja,4,2026-09-09,Tsuburaya Fields HD Q3 operating profit +97% to 185億円 driven by pachinko not IP
S393,http://animationbusiness.info/archives/15196,Animation Business Journal,trade_press,article,ja,4,2026-09-09,Tsuburaya China licensing had doubled previously - trading cards toys theme parks; context for the later decline
S394,https://gamebiz.jp/news/425889,gamebiz,trade_press,article,ja,4,2026-09-09,KADOKAWA FY2026/3 operating profit -51.3%; LICENSING INCOME -21.1%; anime and live-action segment SWUNG TO AN OPERATING LOSS
S395,https://japanir.jp/company/company-9468/ir/9468-20260514-01_wp_financial_summary/,Japan IR,trade_press,financial_summary,ja,4,2026-09-09,KADOKAWA FY2026/3 revenue 2829億円 net income 12億円
S396,https://www.khara.co.jp/info/,Khara,brand_official,corporate,ja,1,2026-09-09,KHARA company profile - founded 2006-05-17 by Hideaki Anno; business includes RIGHTS OWNERSHIP; HQ Suginami
S397,https://ja.wikipedia.org/wiki/カラー_(映像制作会社),Wikipedia,community,encyclopedia,ja,6,2026-09-09,Khara established GROUNDWORKS as a rights-management subsidiary - THE ACTUAL EVANGELION LICENSING COUNTERPARTY
S398,https://www.khara.co.jp/history/,Khara,brand_official,corporate,ja,1,2026-09-09,Khara corporate history
S399,https://ja.wikipedia.org/wiki/ニトロプラス,Wikipedia,community,encyclopedia,ja,6,2026-09-09,NITROPLUS founded 2000; Super Sonico originated as the image character for the NITRO SUPER SONIC live event
S400,https://www.nikkei.com/article/DGXZQOUC2689K0W4A620C2000000/,Nikkei,trade_press,article,ja,4,2026-09-09,CYBERAGENT ACQUIRED NITROPLUS FOR JPY 16.7bn - 72.5% from 2024-07-01. FY2023/8 revenue 40億円 net income 6億2300万円
S401,https://pdf.cyberagent.co.jp/C4751/d0Ia/PFRP/VdJ2.pdf,CyberAgent,ir_filing,disclosure,ja,2,2026-09-09,CyberAgent official disclosure of the Nitroplus share acquisition
S402,https://news.yahoo.co.jp/articles/74d93d0bc5c39bba5299dd9ffb9874c68a36714d,Otaku Soken via Yahoo,trade_press,article,ja,4,2026-09-09,COLOPL FY2026/9 H1 revenue 100億8800万円 -28.2%; entertainment segment returned to operating profit
S403,http://animationbusiness.info/archives/7706,Animation Business Journal,trade_press,article,ja,4,2026-09-09,BROCCOLI FY2019/2 revenue 59億7500万円 with Uta no Prince-sama MORE THAN HALF of revenue
S404,https://www.sbbit.jp/article/cont1/117515,SB Bit,trade_press,analysis,ja,4,2026-09-09,Uta no Prince-sama scale analysis - franchise valued at 100-300億円
S405,https://www.joqr.co.jp/annai/corporate_profile/,Bunka Broadcasting,brand_official,corporate,ja,1,2026-09-09,Bunka Broadcasting company profile - radio production internet radio multimedia film broadcast technology real estate
S406,https://otonal.co.jp/radioad_dl/28247,Otonal,trade_press,media_kit,ja,4,2026-09-09,Bunka Broadcasting A&G MEDIA DATA - ~30 terrestrial programmes plus ~100 on the internet channel
S407,https://ja.wikipedia.org/wiki/文化放送エクステンド,Wikipedia,community,encyclopedia,ja,6,2026-09-09,Bunka Broadcast Extend exists to MONETISE RADIO-BORN CONTENT; housed in Bunka Broadcasting Media Plus
S408,https://finance.yahoo.co.jp/quote/9404.T/financials,Yahoo Finance Japan,trade_press,financial_data,ja,4,2026-09-09,NIPPON TV HD FY2026/3 revenue 4844億円 +4.9%; operating profit 693億円 +26.2%
S409,https://www.ntvhd.co.jp/data_cms/pdf/news/38_3q.pdf,Nippon TV HD,ir_filing,quarterly_report,ja,2,2026-09-09,Nippon TV merchandise sales revenue 262億7500万円 at Q3 up 7億1700万円
S410,https://www.universal-music.co.jp/company/,Universal Music Japan,brand_official,corporate,ja,1,2026-09-09,UNIVERSAL MUSIC JAPAN ~550 employees; capital 295億200万円; founded 1990-04-20 as PolyGram; REVENUE NOT DISCLOSED
S411,https://the-shashi.com/tse/5032/workforce/,The Shashi,trade_press,financial_data,ja,4,2026-09-09,ANYCOLOR 532 employees plus 34 temporary; average tenure 2.3 years; average age 31.8
S412,https://www.nikkei.com/nkd/company/salary/?scode=5032,Nikkei,trade_press,company_data,ja,4,2026-09-09,ANYCOLOR average annual salary 496万円
S413,https://www.nikkei.com/nkd/company/salary/?scode=5253,Nikkei,trade_press,company_data,ja,4,2026-09-09,COVER average annual salary 610万円
S414,https://edinetdb.jp/company/E38478/text,EDINET DB,ir_filing,annual_report,ja,2,2026-09-09,COVER full securities report text - headcount rose +142 staff YoY; exact total PAYWALLED
S415,https://www.jpx.co.jp/listing/stocks/new/cg27su000000198z-att/03COVER-1s.pdf,JPX,ir_filing,ipo_prospectus,ja,2,2026-09-09,COVER IPO prospectus - NOT READ
S416,https://gamebiz.jp/news/427878,gamebiz,trade_press,article,ja,4,2026-09-09,BANDAI NAMCO FILMWORKS FY2026/3 net income 33億1900万円 -43.8%
S417,https://gamebiz.jp/news/407548,gamebiz,trade_press,article,ja,4,2026-09-09,Bandai Namco Filmworks FY2025/3 net income 59億600万円 +48.8%
S418,https://gamebiz.jp/news/387495,gamebiz,trade_press,article,ja,4,2026-09-09,Bandai Namco Filmworks FY2024/3 net income 39億7000万円 -25.6%
S419,https://ja.wikipedia.org/wiki/バンダイナムコミュージックライブ,Wikipedia,community,encyclopedia,ja,6,2026-09-09,KIRAMUNE LINEAGE RESOLVED - Music Live was formerly LANTIS then Bandai Namco Live Creative; Filmworks was formerly BANDAI VISUAL
S420,https://salesnow.jp/db/companies/jcb03244mh8t77m2x,SalesNow DB,trade_press,company_data,ja,4,2026-09-09,YOSTAR 319 employees as of 2026-01-01; revenue NOT DISCLOSED by company policy
S421,https://vivion.jp/company/groupcompany/,viviON,brand_official,corporate,ja,1,2026-09-09,viviON group companies incl Axis which operates DLsite
S422,https://recgame.jp/company/detail/1371,RecGame,trade_press,company_data,ja,4,2026-09-09,viviON group 694 employees as of March 2025; DLsite revenue grown 24 consecutive years
S423,https://www.bunkanews.jp/article/380892/,The Bunka News,trade_press,article,ja,4,2026-09-09,Shogakukan 86th term - rights advertising and digital all grew
S424,https://media-radar.jp/contents/meditsubu/publisher_ranking/,Media Radar,trade_press,ranking,ja,4,2026-09-09,Japanese publisher revenue ranking 2026 - comparison of the four majors
